order_id,customer_id,order_date,total_amount,order_status,delivery_city,delivery_state
28584,2185,2024-05-13 21:21:40.659634,89211.94,Shipped,Bahraich,Manipur
28585,1968,2026-06-28 05:56:51.421496,131297.89,Returned,Aizawl,Kerala
28586,6256,2025-05-25 21:55:05.977404,161919.33000000002,Cancelled,Tenali,Uttarakhand
28587,7928,2025-12-25 04:56:42.709906,336651.59,Delivered,Korba,Chhattisgarh
28588,8817,2025-08-22 04:09:31.111354,37401.03,Delivered,Raurkela Industrial Township,Mizoram
28589,3042,2025-03-04 13:57:21.460448,123250.79,Delivered,Jorhat,Punjab
28590,3528,2025-12-19 15:51:56.898371,128606.28,Delivered,Bareilly,West Bengal
28591,5483,2024-04-04 14:37:13.756500,25873.590000000004,Delivered,Aizawl,Jharkhand
28592,361,2026-04-11 00:21:45.043961,136193.74,Cancelled,Barasat,Himachal Pradesh
28593,2858,2025-11-24 16:21:16.330689,140942.79,Delivered,Tenali,Andhra Pradesh
28594,8041,2025-01-13 15:24:01.830896,38942.16,Cancelled,Haridwar,Nagaland
28595,9585,2026-06-06 18:14:28.194094,236502.22,Returned,Bareilly,Punjab
28596,7931,2025-12-31 02:43:16.731397,204469.45,Shipped,Satna,Telangana
28597,4897,2025-12-20 06:04:13.910901,235342.05,Returned,Akola,Tripura
28598,2585,2025-12-09 23:12:05.024202,243428.25,Cancelled,Meerut,Uttar Pradesh
28599,3271,2026-04-25 23:32:32.562402,77164.92,Delivered,Kakinada,Uttarakhand
28600,4761,2024-10-26 09:45:35.510274,51048.94,Delivered,Kumbakonam,Himachal Pradesh
28601,3845,2026-06-04 17:30:58.222341,126990.81999999999,Processing,Phusro,Kerala
28602,2285,2026-01-15 19:16:25.862019,189670.03,Cancelled,Davanagere,Gujarat
28603,5230,2025-09-18 04:20:58.299450,110895.26999999999,Cancelled,Meerut,Bihar
28604,1706,2025-10-25 06:01:48.146265,132371.77,Delivered,Bilaspur,Madhya Pradesh
28605,426,2026-02-13 23:47:45.956150,141872.72999999998,Cancelled,Baranagar,Rajasthan
28606,9857,2025-10-12 22:16:27.518656,178538.29,Delivered,Phagwara,Karnataka
28607,8399,2024-10-01 06:27:03.989823,195546.87999999998,Shipped,Sambhal,Jharkhand
28608,152,2025-02-24 07:23:13.148668,140478.91999999998,Returned,Kalyan-Dombivli,Odisha
28609,6414,2026-05-29 18:11:09.235614,298435.03,Returned,Anantapur,Punjab
28610,1631,2026-05-24 05:31:13.004610,151317.0,Processing,Sultan Pur Majra,Manipur
28611,3381,2025-06-12 14:09:10.821897,256708.72999999998,Delivered,Bathinda,Tripura
28612,9486,2024-12-08 23:20:56.869730,91034.68,Delivered,Pudukkottai,Tripura
28613,4017,2026-02-10 23:19:55.336839,44938.76,Returned,Narasaraopet,Tamil Nadu
28614,9081,2025-08-26 05:59:44.572664,33787.36,Delivered,Rajpur Sonarpur,Odisha
28615,9704,2025-05-10 19:51:14.001528,94270.56999999999,Delivered,Dewas,Nagaland
28616,7377,2026-01-11 04:36:12.414322,185936.88,Shipped,Madanapalle,Tamil Nadu
28617,7574,2026-03-13 21:51:45.115595,189704.31000000003,Processing,Kolhapur,Odisha
28618,6050,2025-11-30 03:11:42.298102,15237.07,Shipped,Ratlam,Kerala
28619,978,2025-05-02 22:12:03.328015,29178.08,Delivered,Alwar,Mizoram
28620,3898,2024-10-21 08:43:53.452270,154682.34,Processing,Vasai-Virar,Mizoram
28621,330,2026-06-19 08:17:41.760055,193082.45,Delivered,Tiruppur,Telangana
28622,2454,2026-02-18 19:13:21.612307,120780.55,Processing,Bhalswa Jahangir Pur,Sikkim
28623,4932,2026-05-28 13:27:12.672667,127591.31999999999,Returned,Sri Ganganagar,Nagaland
28624,5335,2025-04-13 07:47:30.768529,238406.55000000002,Processing,Durgapur,Uttarakhand
28625,5040,2026-05-28 13:19:21.098385,24000.64,Returned,Orai,Nagaland
28626,6252,2025-03-22 12:25:13.945684,110473.47,Cancelled,Latur,Tamil Nadu
28627,1204,2026-05-27 23:41:29.565374,138704.57,Delivered,Ratlam,Nagaland
28628,2735,2026-05-28 11:50:45.088462,247705.01,Returned,Arrah,Telangana
28629,3042,2024-11-04 04:47:25.072151,191998.40999999997,Delivered,Jorhat,Punjab
28630,1011,2026-01-30 08:57:55.163301,183273.59000000003,Shipped,Khora ,Assam
28631,3578,2025-11-25 21:45:21.197646,80535.86,Shipped,Sri Ganganagar,Himachal Pradesh
28632,3715,2026-04-15 23:05:43.038076,252046.15999999997,Delivered,Ujjain,Nagaland
28633,7426,2024-07-24 01:44:50.671721,222952.86,Processing,Davanagere,West Bengal
28634,8167,2025-05-04 09:30:36.517615,155260.09,Cancelled,Chandigarh,Tripura
28635,3572,2025-08-04 19:25:39.095003,22121.6,Delivered,Burhanpur,Andhra Pradesh
28636,2586,2025-05-13 01:32:33.034194,167889.88,Delivered,Ghaziabad,Assam
28637,2752,2024-03-17 16:23:05.292827,186054.74,Delivered,Katni,Haryana
28638,9996,2024-09-06 23:32:13.301844,53679.22,Delivered,Munger,Odisha
28639,2324,2024-11-12 01:55:18.265707,118947.37,Delivered,Shivpuri,Kerala
28640,5508,2024-10-08 14:30:44.446982,89730.08,Delivered,Bikaner,Himachal Pradesh
28641,861,2024-12-19 16:51:50.126140,150154.83000000002,Delivered,Karimnagar,Uttar Pradesh
28642,3185,2026-03-31 19:06:28.757596,113007.21000000002,Returned,South Dumdum,West Bengal
28643,9535,2025-01-04 23:03:14.702183,247629.88999999998,Delivered,Raichur,Punjab
28644,2609,2026-01-18 06:14:18.707062,127975.29000000001,Processing,Berhampore,Mizoram
28645,274,2025-06-08 23:38:01.485188,281210.68000000005,Processing,Indore,Punjab
28646,7340,2024-07-24 09:11:19.577739,214702.86,Shipped,Karimnagar,Meghalaya
28647,3621,2026-06-01 16:32:03.953729,250855.41999999998,Cancelled,Bhusawal,Tripura
28648,5240,2024-05-25 08:47:05.904034,156985.06999999998,Processing,Gandhinagar,Manipur
28649,3675,2023-10-25 02:02:28.861966,129937.75,Delivered,Tiruppur,Punjab
28650,5528,2025-08-16 16:56:57.784293,20424.13,Returned,Allahabad,Nagaland
28651,4682,2025-04-07 00:43:02.095459,159610.79,Delivered,Khandwa,Goa
28652,3745,2025-07-18 03:00:36.754444,36415.84,Cancelled,Sirsa,Andhra Pradesh
28653,3748,2024-08-21 03:56:51.743144,171619.86999999997,Delivered,Saharanpur,Bihar
28654,1275,2026-04-21 22:12:30.081915,119391.53,Shipped,Patna,Gujarat
28655,9749,2026-02-04 16:00:56.656118,130701.57,Cancelled,Katni,Chhattisgarh
28656,2039,2024-12-08 10:27:37.676455,193634.64,Processing,Jamnagar,Arunachal Pradesh
28657,9042,2025-07-05 20:32:26.013942,42826.99,Delivered,Udaipur,Haryana
28658,7009,2026-04-18 08:19:58.014182,294667.77,Processing,Patna,Uttarakhand
28659,717,2025-05-08 02:05:24.050465,313931.56999999995,Shipped,Bhilwara,Nagaland
28660,2963,2026-01-31 09:28:40.006404,144592.06,Returned,Bhagalpur,Nagaland
28661,729,2025-05-11 00:09:13.049365,118923.34999999998,Delivered,Kota,Uttar Pradesh
28662,4250,2025-08-30 00:09:09.337184,172383.9,Delivered,Motihari,Tripura
28663,2733,2026-06-14 19:18:01.195152,145394.94,Delivered,Bhiwandi,Tamil Nadu
28664,7723,2026-03-13 22:13:39.849217,110451.34,Returned,Shahjahanpur,Punjab
28665,8796,2025-11-26 00:38:03.888979,51743.490000000005,Processing,Firozabad,West Bengal
28666,712,2025-08-07 00:34:13.174852,122754.05000000002,Delivered,Allahabad,Haryana
28667,3036,2026-01-14 11:04:19.336534,184896.59,Delivered,Mirzapur,Uttarakhand
28668,6964,2024-11-11 20:18:19.895324,94008.90000000001,Cancelled,Ratlam,Karnataka
28669,6597,2026-05-27 05:58:34.620101,72063.46,Processing,Hyderabad,Rajasthan
28670,3407,2025-12-22 13:45:04.469357,139783.68000000002,Delivered,Ballia,Punjab
28671,1571,2026-04-22 18:54:39.803326,188607.31,Cancelled,Pondicherry,Himachal Pradesh
28672,6344,2025-09-03 11:40:36.752192,234651.30000000002,Cancelled,New Delhi,Himachal Pradesh
28673,2064,2024-08-01 17:18:13.193286,54779.88,Shipped,Kochi,Himachal Pradesh
28674,9284,2026-05-02 05:05:56.285689,223827.18,Delivered,Pudukkottai,Kerala
28675,6989,2026-06-11 08:50:02.740874,157132.92,Processing,Gopalpur,Nagaland
28676,7787,2026-04-12 21:44:44.677572,145508.44,Returned,Phagwara,Maharashtra
28677,9045,2025-08-28 04:23:18.083226,96245.2,Delivered,Jamnagar,Odisha
28678,1243,2026-04-19 04:11:40.060646,58964.91,Delivered,Nizamabad,West Bengal
28679,183,2025-08-26 04:26:41.495691,144347.57,Cancelled,Bokaro,Uttar Pradesh
28680,9518,2024-10-26 05:32:48.810125,136847.79,Shipped,Bhalswa Jahangir Pur,West Bengal
28681,8111,2024-12-11 00:21:50.734323,90868.43,Delivered,Visakhapatnam,Sikkim
28682,4085,2026-06-01 02:07:05.894770,296317.1,Delivered,Alappuzha,Chhattisgarh
28683,8284,2025-10-15 08:30:36.299300,102720.25,Returned,Bihar Sharif,West Bengal
28684,4167,2026-04-19 06:21:58.676843,22264.800000000003,Delivered,Chapra,Meghalaya
28685,9748,2026-06-21 20:59:34.879181,116238.51000000001,Processing,Visakhapatnam,Madhya Pradesh
28686,6307,2026-06-27 05:38:49.327216,230644.44,Returned,Bhind,Mizoram
28687,3402,2026-03-05 21:46:23.704267,21805.65,Delivered,Gorakhpur,Haryana
28688,5016,2025-12-17 20:12:43.122542,44990.74,Delivered,Gopalpur,Himachal Pradesh
28689,5589,2025-09-10 13:15:25.674409,86826.59,Cancelled,Amaravati,Odisha
28690,3114,2025-10-13 09:11:42.663318,135389.26,Delivered,Pondicherry,Bihar
28691,8635,2026-05-02 19:37:07.116990,271783.14,Cancelled,Gopalpur,Odisha
28692,6518,2023-12-24 04:44:12.605254,16465.5,Shipped,Darbhanga,Assam
28693,8949,2026-03-28 00:14:57.642415,154624.02,Returned,South Dumdum,Odisha
28694,6247,2026-04-10 16:09:53.895167,166574.72,Cancelled,Dehradun,Sikkim
28695,4897,2026-03-21 11:00:13.987291,10468.62,Delivered,Akola,Tripura
28696,8923,2026-05-16 10:59:42.765336,201657.01,Delivered,Danapur,Goa
28697,1608,2026-02-06 14:07:37.156966,78529.22,Delivered,Panvel,Telangana
28698,8375,2025-07-13 01:19:09.526183,96014.78999999998,Cancelled,Allahabad,Telangana
28699,4737,2026-06-15 20:09:10.344432,42018.630000000005,Cancelled,Satna,Chhattisgarh
28700,5919,2025-05-18 04:18:54.081097,165338.58,Delivered,Gurgaon,Tripura
28701,481,2026-04-17 13:14:45.099489,60830.950000000004,Returned,Aurangabad,Uttar Pradesh
28702,1250,2025-10-28 03:04:50.910829,30552.06,Processing,Hajipur,Himachal Pradesh
28703,3634,2026-06-07 17:40:58.181695,62943.39,Delivered,Kamarhati,Bihar
28704,5919,2026-03-23 00:22:38.157826,19986.5,Shipped,Gurgaon,Tripura
28705,5293,2025-04-15 04:05:36.831789,160606.06,Delivered,Gopalpur,Rajasthan
28706,6483,2025-06-15 13:29:18.952573,158054.64,Shipped,Deoghar,Meghalaya
28707,8325,2026-05-19 18:08:34.023046,39165.78,Delivered,Bidar,Punjab
28708,830,2025-02-10 19:29:26.785747,233037.61,Processing,Jalgaon,Andhra Pradesh
28709,141,2025-10-07 16:57:53.511171,26392.74,Processing,Berhampur,Uttar Pradesh
28710,5825,2025-02-02 19:09:11.047733,122551.53,Delivered,Nadiad,Chhattisgarh
28711,5949,2026-01-11 20:32:15.578410,8003.57,Processing,Phusro,Assam
28712,9226,2026-01-20 12:14:11.788937,350298.59,Shipped,Latur,Goa
28713,6013,2024-06-12 16:33:39.077807,221498.08000000002,Delivered,Pune,Goa
28714,176,2025-06-24 17:46:04.047242,97267.98000000001,Returned,Bhind,Bihar
28715,81,2026-02-10 05:03:58.350977,58120.649999999994,Processing,Udaipur,Goa
28716,6948,2026-04-27 00:14:26.222639,153072.65000000002,Delivered,Vadodara,Maharashtra
28717,2912,2024-10-02 23:50:00.384382,11768.51,Processing,Bhopal,Maharashtra
28718,1894,2026-06-26 06:57:24.018317,139947.79,Shipped,Ghaziabad,Mizoram
28719,9904,2026-06-27 00:13:23.322401,117833.62000000001,Delivered,Korba,Himachal Pradesh
28720,3859,2024-10-31 00:46:21.644743,268902.89,Cancelled,Jaunpur,Telangana
28721,9841,2025-09-04 22:31:46.737901,157391.00999999998,Delivered,Sambalpur,Tripura
28722,6053,2026-05-20 14:43:02.660329,295311.67000000004,Returned,Sri Ganganagar,West Bengal
28723,2953,2026-04-05 18:25:43.648509,494336.41,Cancelled,Medininagar,Gujarat
28724,3889,2025-10-09 04:48:07.478116,232785.84999999998,Delivered,Ajmer,Andhra Pradesh
28725,8787,2025-12-06 04:03:46.364963,127516.53,Returned,Gandhidham,Meghalaya
28726,9976,2025-08-24 21:47:13.514284,177290.43000000002,Returned,Bhind,West Bengal
28727,1111,2024-12-12 06:17:08.673211,221082.37,Returned,Pali,Jharkhand
28728,8006,2023-09-28 02:06:45.882609,35213.2,Delivered,Farrukhabad,Odisha
28729,1819,2025-07-15 10:23:27.160332,43085.95,Processing,Patna,Goa
28730,1741,2025-02-01 12:38:58.301005,146770.46,Delivered,Thrissur,Kerala
28731,8708,2025-12-04 17:17:15.395471,244034.92,Delivered,Thane,Karnataka
28732,549,2025-11-12 10:09:49.289587,99727.46,Delivered,Aurangabad,Manipur
28733,9249,2026-06-23 01:31:56.971022,29559.48,Delivered,Yamunanagar,Uttarakhand
28734,805,2026-03-28 22:21:23.982272,371808.26,Delivered,Ramagundam,Meghalaya
28735,6732,2026-01-02 16:22:19.950527,66676.01,Shipped,Bidar,Arunachal Pradesh
28736,922,2026-06-18 04:32:57.410924,168012.36,Delivered,Rajahmundry,Jharkhand
28737,5156,2026-05-04 06:58:10.489708,142513.6,Cancelled,Bhilwara,West Bengal
28738,9574,2024-08-23 01:57:17.094866,23652.63,Returned,Kanpur,Meghalaya
28739,6018,2024-11-25 19:31:07.922646,383455.70000000007,Processing,Bahraich,Punjab
28740,9901,2026-03-12 06:42:02.791824,312072.31,Processing,Adoni,Gujarat
28741,7810,2026-02-24 02:12:54.562777,226564.69,Processing,Bathinda,Chhattisgarh
28742,648,2026-06-06 00:12:37.953175,48998.5,Processing,Danapur,Haryana
28743,8447,2026-06-23 11:20:40.032190,45342.96,Delivered,Bhimavaram,Himachal Pradesh
28744,3703,2026-01-29 00:36:17.103566,20859.78,Delivered,Phagwara,Andhra Pradesh
28745,2066,2026-06-02 21:47:17.635626,157414.75,Returned,Rajpur Sonarpur,Tripura
28746,1860,2025-10-04 23:57:05.337795,22208.84,Shipped,Gwalior,Telangana
28747,280,2026-03-19 16:07:45.433922,186090.37,Cancelled,Guntakal,Maharashtra
28748,9961,2026-04-28 01:43:42.848307,200445.55,Shipped,Kalyan-Dombivli,Rajasthan
28749,7223,2025-05-01 18:16:58.089080,31337.760000000002,Cancelled,Chinsurah,Meghalaya
28750,4677,2024-08-27 16:07:29.338744,43061.07,Processing,Srinagar,Rajasthan
28751,3795,2026-05-08 14:40:55.244105,351715.17,Shipped,Rajpur Sonarpur,Bihar
28752,1694,2025-10-01 00:45:47.039094,126448.55,Returned,Bahraich,Arunachal Pradesh
28753,5356,2026-06-17 04:21:31.219956,36317.76,Delivered,Srikakulam,Tamil Nadu
28754,4935,2025-06-06 20:53:08.181566,256374.69,Delivered,Bhavnagar,Goa
28755,2220,2024-05-19 01:27:33.481511,197614.78,Processing,Aizawl,West Bengal
28756,8606,2026-06-26 13:03:24.967774,32044.78,Delivered,Chandigarh,Odisha
28757,1516,2026-04-19 02:53:16.006209,269640.12,Cancelled,Avadi,Telangana
28758,7800,2026-06-12 04:52:23.427722,4731.7,Shipped,Chandrapur,Tripura
28759,364,2025-09-04 06:56:02.438498,216604.44,Delivered,Bangalore,Jharkhand
28760,1945,2026-04-03 04:12:59.171333,157810.78,Delivered,Hapur,Haryana
28761,4820,2026-06-27 17:00:29.590930,139322.75,Delivered,Siwan,Tamil Nadu
28762,7944,2025-04-14 15:15:55.526821,283739.83,Delivered,Aligarh,Mizoram
28763,5345,2025-04-15 10:48:42.828103,256029.31000000003,Cancelled,Jaunpur,Odisha
28764,6975,2024-09-16 04:33:11.281800,64624.04,Shipped,Guntur,Assam
28765,2134,2025-08-27 11:02:09.591257,227916.03,Cancelled,Ajmer,West Bengal
28766,6528,2026-03-22 08:49:48.442394,160861.0,Delivered,Mysore,Assam
28767,8152,2025-08-08 10:01:11.110996,174703.61000000002,Cancelled,Muzaffarpur,Madhya Pradesh
28768,9359,2025-12-05 05:14:35.555397,119123.38999999998,Delivered,Guntakal,Chhattisgarh
28769,3846,2025-06-21 10:04:27.660772,89247.09999999999,Processing,Ranchi,Maharashtra
28770,3219,2026-04-03 21:14:47.627813,146139.55000000002,Returned,Satara,Maharashtra
28771,4604,2024-05-22 05:23:54.550335,104743.26000000001,Delivered,New Delhi,West Bengal
28772,5496,2026-06-14 16:11:31.931830,100459.76999999999,Returned,Kollam,Kerala
28773,6078,2026-03-25 19:22:43.112081,76272.96,Processing,Ulhasnagar,Chhattisgarh
28774,7083,2026-01-12 09:21:31.953372,85210.23000000001,Cancelled,Salem,Karnataka
28775,240,2025-08-22 21:14:58.197526,50767.62,Cancelled,Chapra,Jharkhand
28776,5704,2024-08-18 01:49:47.731737,70763.58,Shipped,Bhagalpur,Punjab
28777,3659,2024-12-28 01:27:54.541672,17291.99,Processing,Rampur,Arunachal Pradesh
28778,6972,2026-01-11 14:29:20.884719,321023.99,Delivered,Thanjavur,Meghalaya
28779,5617,2026-01-05 00:06:13.425190,6127.32,Cancelled,Gudivada,Bihar
28780,3685,2026-01-03 00:38:01.528692,299727.41000000003,Processing,Gwalior,Haryana
28781,2800,2024-08-05 02:54:11.677011,234090.03,Cancelled,North Dumdum,Uttarakhand
28782,947,2025-12-14 23:25:04.386798,149379.02,Cancelled,Jaipur,Himachal Pradesh
28783,1969,2026-01-07 21:01:36.923618,370050.63,Returned,Alwar,Manipur
28784,7006,2024-06-06 11:19:04.615876,168540.3,Cancelled,Shimla,Madhya Pradesh
28785,6481,2024-05-26 01:59:32.818427,47547.1,Delivered,Jammu,Kerala
28786,4483,2026-01-28 19:38:12.887669,102190.5,Delivered,Navi Mumbai,Manipur
28787,5298,2025-11-09 17:07:08.649617,148831.43,Cancelled,Vadodara,Andhra Pradesh
28788,4364,2025-04-05 17:37:55.604398,112024.44,Returned,Naihati,Assam
28789,789,2025-04-06 10:38:21.229758,192478.36000000002,Delivered,Gandhinagar,Tamil Nadu
28790,2205,2025-08-11 23:49:06.648574,222438.21,Returned,Hindupur,Gujarat
28791,9766,2026-01-10 16:47:57.858823,331398.79,Delivered,Agartala,Madhya Pradesh
28792,4681,2025-02-18 00:08:01.912188,237660.11,Delivered,Haridwar,Tamil Nadu
28793,5594,2026-04-22 11:19:35.446537,175839.40000000002,Delivered,Rourkela,Telangana
28794,2949,2025-03-20 09:23:03.119400,169319.44,Delivered,Bongaigaon,Himachal Pradesh
28795,264,2025-03-09 21:08:31.604409,8647.86,Delivered,Bidar,Andhra Pradesh
28796,1866,2026-06-11 03:30:05.891430,180165.16999999998,Delivered,Gudivada,Goa
28797,2148,2025-06-18 17:57:50.874035,303356.02999999997,Processing,Belgaum,Jharkhand
28798,1182,2026-06-28 06:56:51.700116,12111.6,Delivered,Buxar,Haryana
28799,1849,2026-02-19 16:21:35.005198,111820.85,Delivered,Lucknow,Haryana
28800,3848,2025-02-21 16:11:49.225181,86872.42,Processing,Narasaraopet,Uttar Pradesh
28801,1197,2025-03-27 23:27:48.314958,222129.38,Processing,Deoghar,Manipur
28802,2456,2024-07-17 20:48:19.946750,121243.96000000002,Cancelled,Singrauli,Rajasthan
28803,2602,2024-12-31 01:13:37.039659,220809.14999999997,Processing,Giridih,Maharashtra
28804,1026,2025-09-30 16:09:14.319450,290714.37999999995,Cancelled,Maheshtala,Telangana
28805,9435,2026-05-06 22:17:54.633522,138214.71,Returned,Rajahmundry,Kerala
28806,7678,2024-12-13 16:35:47.858912,63223.88,Delivered,Guntakal,Karnataka
28807,2701,2026-05-02 16:48:53.564869,252401.15999999997,Shipped,Rourkela,West Bengal
28808,4164,2026-01-03 19:50:54.915361,212619.64,Returned,Indore,Mizoram
28809,8521,2025-01-30 15:05:39.339849,215845.7,Delivered,Tiruvottiyur,Bihar
28810,8355,2026-02-17 06:32:12.062346,61075.22,Delivered,Kharagpur,Nagaland
28811,4027,2026-06-22 10:05:43.836919,191144.98,Shipped,Secunderabad,Tamil Nadu
28812,907,2024-07-06 20:32:13.486065,263411.57999999996,Returned,Morena,Maharashtra
28813,585,2026-06-05 16:40:25.766457,342270.83999999997,Cancelled,Raiganj,Bihar
28814,1495,2024-12-31 08:05:49.588423,379317.83999999997,Processing,Madanapalle,Rajasthan
28815,7961,2025-03-24 15:20:25.638376,231728.95,Shipped,Kolhapur,Gujarat
28816,7653,2025-08-09 05:32:09.329413,178486.03000000003,Cancelled,Dharmavaram,Goa
28817,8742,2025-10-24 08:41:17.657288,149418.95,Cancelled,Kadapa,Meghalaya
28818,1978,2026-04-25 07:50:16.636576,47590.74,Delivered,Ranchi,Bihar
28819,9205,2025-02-27 04:50:20.297076,26455.84,Cancelled,Katni,Gujarat
28820,1451,2026-06-22 22:50:31.013610,27074.8,Delivered,Ozhukarai,West Bengal
28821,4095,2026-01-22 00:27:07.262450,17774.27,Returned,Bulandshahr,Jharkhand
28822,487,2026-01-05 09:26:33.672540,85645.73000000001,Delivered,Kozhikode,Odisha
28823,3607,2025-06-04 16:41:45.804417,45758.41,Cancelled,South Dumdum,Tamil Nadu
28824,8496,2025-11-05 22:25:13.509850,254429.04,Processing,Chinsurah,Uttar Pradesh
28825,9768,2025-11-08 10:03:36.623026,82896.23999999999,Shipped,Phagwara,Telangana
28826,2758,2025-08-06 00:56:04.678940,222201.50999999998,Returned,Amaravati,Odisha
28827,9369,2024-09-25 16:57:17.564351,10886.26,Shipped,Jaunpur,Mizoram
28828,2458,2025-06-21 17:55:33.874712,168609.15999999997,Cancelled,Ghaziabad,Madhya Pradesh
28829,7102,2025-07-23 17:00:18.849141,33484.88,Cancelled,Raichur,Bihar
28830,1688,2026-06-07 21:35:24.061527,176458.29,Processing,Kochi,Maharashtra
28831,4192,2025-01-29 09:19:00.748378,140044.35,Returned,Bihar Sharif,Manipur
28832,2498,2026-03-29 14:28:13.944430,128595.28,Shipped,Pune,Himachal Pradesh
28833,9008,2023-12-27 13:06:12.710867,150164.37,Processing,Proddatur,Maharashtra
28834,5888,2026-01-23 21:14:16.985126,217504.07,Delivered,Udupi,Jharkhand
28835,2205,2026-01-16 11:53:05.546229,447647.88999999996,Processing,Hindupur,Gujarat
28836,1057,2025-10-13 11:39:16.945994,187162.5,Returned,Panihati,Himachal Pradesh
28837,1433,2023-12-13 15:40:37.658289,84085.41,Shipped,Chittoor,Punjab
28838,4430,2026-06-22 21:18:28.025082,205459.55000000002,Delivered,Raiganj,Telangana
28839,2011,2026-03-12 09:04:14.237102,139615.52000000002,Delivered,Chapra,Tamil Nadu
28840,6818,2026-06-26 01:38:57.762466,72188.45,Delivered,Dibrugarh,Karnataka
28841,4921,2026-02-25 19:29:04.047056,110543.41,Delivered,Darbhanga,Gujarat
28842,5603,2025-03-25 23:07:36.656564,86132.37000000001,Processing,Ranchi,Andhra Pradesh
28843,2626,2026-02-16 22:26:41.704135,133940.87,Delivered,Ichalkaranji,Jharkhand
28844,7216,2025-08-10 22:54:56.861290,12080.0,Delivered,Chandigarh,Kerala
28845,3683,2026-04-23 12:56:30.570016,336433.93,Delivered,Anand,Haryana
28846,9749,2025-06-13 00:43:16.808405,123892.39,Shipped,Katni,Chhattisgarh
28847,9535,2023-08-16 13:34:05.700444,109414.45,Delivered,Raichur,Punjab
28848,4100,2026-01-29 18:08:01.657159,306895.46,Cancelled,Katihar,Sikkim
28849,5985,2026-01-16 23:23:36.152359,105439.87000000001,Delivered,Hyderabad,Assam
28850,5519,2026-01-13 15:07:03.864387,210461.04000000004,Returned,Raichur,Punjab
28851,2066,2026-06-07 09:27:30.172529,41635.41,Delivered,Rajpur Sonarpur,Tripura
28852,8050,2026-03-16 03:29:52.824766,187709.25,Returned,Bidar,Himachal Pradesh
28853,9429,2025-06-22 13:11:20.527407,77202.18000000001,Delivered,Karaikudi,Madhya Pradesh
28854,5210,2026-04-23 06:26:32.829159,281796.12000000005,Processing,Varanasi,Assam
28855,6606,2026-01-25 13:04:40.308253,155400.22,Delivered,Baranagar,Gujarat
28856,9253,2026-06-17 17:14:04.406419,121812.84,Delivered,Bidar,Haryana
28857,9983,2025-06-05 02:22:28.883068,10647.21,Shipped,Jalgaon,Mizoram
28858,9468,2025-11-17 04:53:26.942886,242695.0,Shipped,Udupi,Punjab
28859,3472,2026-06-14 05:47:18.999946,134611.35,Returned,Hazaribagh,Tripura
28860,9045,2026-01-26 11:34:54.116337,62978.67,Delivered,Jamnagar,Odisha
28861,9023,2025-11-07 08:58:13.858541,88217.51,Returned,Uluberia,Rajasthan
28862,7090,2025-03-31 21:00:35.598379,139691.89,Delivered,Nellore,Maharashtra
28863,9813,2024-11-25 14:04:07.175019,169648.33000000002,Delivered,Udaipur,Kerala
28864,2492,2026-05-10 05:26:26.272975,226831.71000000002,Delivered,Bhilai,Andhra Pradesh
28865,481,2026-05-23 11:12:02.630468,72334.01,Delivered,Aurangabad,Uttar Pradesh
28866,4944,2026-02-01 18:30:27.875166,201446.9,Delivered,Bardhaman,West Bengal
28867,3044,2025-09-10 08:08:07.857769,134250.9,Delivered,Deoghar,Maharashtra
28868,9210,2025-04-30 08:27:17.356502,181293.52,Delivered,Jodhpur,Nagaland
28869,3188,2025-11-07 17:13:18.224563,279432.46,Shipped,Amroha,Maharashtra
28870,3585,2025-09-11 04:00:25.777472,174682.07,Returned,Gangtok,Andhra Pradesh
28871,2113,2026-01-21 10:35:07.795956,198042.19999999998,Shipped,Warangal,Chhattisgarh
28872,5702,2024-09-17 10:15:46.633345,226493.58,Delivered,Madhyamgram,Uttarakhand
28873,3113,2026-03-08 19:49:20.592444,147640.11000000002,Delivered,Farrukhabad,Odisha
28874,3853,2025-12-15 23:18:31.926238,42283.94,Delivered,Motihari,Himachal Pradesh
28875,7430,2024-09-07 13:07:40.493709,89664.9,Shipped,Bihar Sharif,Maharashtra
28876,917,2026-06-21 04:55:43.692446,326979.58,Shipped,Ichalkaranji,Andhra Pradesh
28877,2060,2025-09-19 23:17:23.089872,26983.49,Processing,Tirupati,Himachal Pradesh
28878,581,2025-11-26 18:54:03.469461,78531.5,Delivered,Dindigul,Sikkim
28879,2711,2026-03-14 07:08:50.369968,219484.19,Returned,Sagar,Assam
28880,8218,2025-12-13 07:30:35.167502,280832.67000000004,Delivered,Bhiwandi,Nagaland
28881,8553,2025-10-30 10:25:34.790120,17101.02,Cancelled,Firozabad,Gujarat
28882,6108,2026-06-02 23:36:12.064468,207745.22999999998,Delivered,Alwar,Arunachal Pradesh
28883,8307,2026-05-29 10:40:01.130929,270149.26,Delivered,Nangloi Jat,Gujarat
28884,7929,2024-09-24 15:08:08.811323,209888.89,Shipped,Jaunpur,Sikkim
28885,2561,2026-06-08 20:36:29.746670,4917.37,Processing,Bokaro,Madhya Pradesh
28886,846,2024-05-24 12:37:25.778296,364510.68999999994,Delivered,Belgaum,Mizoram
28887,5231,2026-06-01 16:38:43.455063,157916.58000000002,Cancelled,Vellore,Arunachal Pradesh
28888,9986,2025-10-29 11:10:00.267414,211579.95,Returned,Ichalkaranji,Gujarat
